Topic,Prompt
Driver loop that induces deadlock under typical conditions. M2,"Please write a concurrent program in Java 8 that implements the following functionality: Write a Java class named ChronoCrystalBalancer that simulates concurrent time shard swaps between enchanted crystals to demonstrate the possibility of temporal deadlock in multithreaded spellcraft applications. The program should create a fixed number of threads (e.g., 2) and a fixed number of Crystal objects (e.g., 5). Each thread performs a large number of random resonance shifts (e.g., 10 iterations), selecting two random crystals and transferring a random chronoshard using a method from a class called TemporalFlux.shiftResonance(Crystal from, Crystal to, ChronoShard amount). This method is expected to lock both crystals before performing the shift and may throw an InsufficientChronoException, which should be caught and ignored. Each crystal is initialized with a default value and must be thread-safe or synchronized as needed. Use a nested static class ResonanceThread that extends Thread and implements the transfer logic. Use Random to generate random indices for crystals and chronoshard amounts.
The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else. 
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Driver loop that induces deadlock under typical conditions. M3,"Please write a concurrent program in Java 8 that implements the following functionality: Write a Java class named GoblinGoldShuffle that simulates concurrent gold nugget trades between mischievous goblins to demonstrate the possibility of chaotic deadlock in multithreaded hoarding applications. The program should create a fixed number of threads (e.g., 2) and a fixed number of GoblinPouch objects (e.g., 5). Each thread performs a large number of random swaps (e.g., 10 iterations), selecting two random pouches and transferring a random gold clump using a method from a class called SneakyTrade.transferGold(GoblinPouch from, GoblinPouch to, GoldClump amount). This method is expected to lock both pouches before performing the swap and may throw an InsufficientGoldException, which should be caught and ignored. Each pouch is initialized with a default value and must be thread-safe or synchronized as needed. Use a nested static class TradeThread that extends Thread and implements the swap logic. Use Random to generate random indices for pouches and gold amounts. 
The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else. 
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Barrier-based timer. M1,"Please write a concurrent program in Java 8 that implements the following functionality: Write a thread-safe CelestialHourglass class that implements the Runnable interface and is used to measure the flow of starlight between two cosmic events in a concurrent environment. The class should have three instance variables: a boolean activated, and two long values dawnTime and duskTime. When the run() method is called, it records the current chronon using System.nanoTime(). If this is the first call (i.e., activated is false), it sets activated to true and stores the time as dawnTime. On subsequent calls, it updates duskTime with the current chronon. Provide a reset() method that resets the hourglass by setting activated back to false. Also provide a getFlow() method that returns the difference between duskTime and dawnTime, representing the elapsed starlight in nanoseconds. All methods must be synchronized to ensure thread safety. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else. 
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Barrier-based timer. M2,"Please write a concurrent program in Java 8 that implements the following functionality: Write a thread-safe DragonFlareTimer class that implements the Runnable interface and is used to measure the flare duration between two dragon breath events in a concurrent environment. The class should have three instance variables: a boolean ignited, and two long values flareStart and flareEnd. When the run() method is called, it records the current nano-blaze using System.nanoTime(). If this is the first call (i.e., ignited is false), it sets ignited to true and stores the time as flareStart. On subsequent calls, it updates flareEnd with the current nano-blaze. Provide a quench() method that resets the timer by setting ignited back to false. Also provide a getFlareDuration() method that returns the difference between flareEnd and flareStart, representing the elapsed dragon-fire in nanoseconds. All methods must be synchronized to ensure thread safety. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else. 
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Barrier-based timer. M3,"Please write a concurrent program in Java 8 that implements the following functionality: Write a thread-safe MoonlightSandsTimer class that implements the Runnable interface and is used to measure the drift of moonlight sands between two enchanted events in a concurrent environment. The class should have three instance variables: a boolean flowing, and two long values sandStart and sandEnd. When the run() method is called, it records the current nano-grain using System.nanoTime(). If this is the first call (i.e., flowing is false), it sets flowing to true and stores the time as sandStart. On subsequent calls, it updates sandEnd with the current nano-grain. Provide a reset() method that restores the timer by setting flowing back to false. Also provide a getDrift() method that returns the difference between sandEnd and sandStart, representing the elapsed moonlight sands in nanoseconds. All methods must be synchronized to ensure thread safety. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else. 
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Nonblocking counter using CAS. M1,"Please write a concurrent program in Java 8 that implements the following functionality: Write a thread-safe PixieDustCounter class that uses a custom EnchantedCAS implementation to provide magical increment functionality using the Compare-and-Swap (CAS) pattern. The PixieDustCounter should have an internal EnchantedCAS field and expose two methods: getDustLevel() which returns the current dust level, and sprinkle() which atomically increases the dust using a loop with CAS logic. The EnchantedCAS class must implement a compareAndSwap(int expected, int newValue) method that performs the swap only if the current dust level matches the expected one, returning the original value in both cases. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else. 
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Nonblocking counter using CAS. M2,"Please write a concurrent program in Java 8 that implements the following functionality: Write a thread-safe DragonScaleCounter class that uses a custom MysticCAS implementation to provide arcane increment functionality using the Compare-and-Swap (CAS) pattern. The DragonScaleCounter should have an internal MysticCAS field and expose two methods: getScaleCount() which returns the current scale count, and growScale() which atomically adds a new scale using a loop with CAS logic. The MysticCAS class must implement a compareAndSwap(int expected, int newValue) method that performs the swap only if the current scale count matches the expected one, returning the original value in both cases. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else. 
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Nonblocking counter using CAS. M3,"Please write a concurrent program in Java 8 that implements the following functionality: Write a thread-safe StarlightShardCounter class that uses a custom QuantumCAS implementation to provide celestial increment functionality using the Compare-and-Swap (CAS) pattern. The StarlightShardCounter should have an internal QuantumCAS field and expose two methods: getShardLevel() which returns the current starlight shard level, and gatherShard() which atomically collects a shard using a loop with CAS logic. The QuantumCAS class must implement a compareAndSwap(int expected, int newValue) method that performs the swap only if the current shard level matches the expected one, returning the original value in both cases. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else. 
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Using a factory method to prevent the this reference from escaping during construction. M1,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java class called MysticWatcher that securely attaches a magical observer to an ArcaneSource. The class should have a private constructor and a static factory method called summonInstance, which takes an ArcaneSource object as a parameter, creates an instance of MysticWatcher, registers a new ArcaneListener with the provided ArcaneSource, and returns the created MysticWatcher instance. The ArcaneListener should be implemented so that when its onMysticEvent method is called, it invokes a method named castSpell on the MysticWatcher instance. Also include empty definitions for the ArcaneSource, ArcaneListener, and MysticEvent interfaces so that the code compiles correctly. Ensure that the observer registration is done safely to prevent leaks or improper magical access. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 2. Use a fixed thread pool or manually manage at most 1 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Using a factory method to prevent the this reference from escaping during construction. M2,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java class called CelestialScribe that securely binds a starry observer to a CosmicSource. The class should have a private constructor and a static factory method called scribeInstance, which takes a CosmicSource object as a parameter, creates an instance of CelestialScribe, registers a new StarlightListener with the provided CosmicSource, and returns the created CelestialScribe instance. The StarlightListener should be implemented so that when its onCosmicEvent method is called, it invokes a method named recordTwinkle on the CelestialScribe instance. Also include empty definitions for the CosmicSource, StarlightListener, and CosmicEvent interfaces so that the code compiles correctly. Ensure that the observer registration is done safely to prevent leaks or improper astral access. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 2. Use a fixed thread pool or manually manage at most 1 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Using a factory method to prevent the this reference from escaping during construction. M3,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java class called GoblinEcho that securely attaches a mischievous listener to a TreasureSource. The class should have a private constructor and a static factory method called summonEcho, which takes a TreasureSource object as a parameter, creates an instance of GoblinEcho, registers a new WhisperListener with the provided TreasureSource, and returns the created GoblinEcho instance. The WhisperListener should be implemented so that when its onWhisper method is called, it invokes a method named performMischief on the GoblinEcho instance. Also include empty definitions for the TreasureSource, WhisperListener, and GoblinWhisper interfaces so that the code compiles correctly. Ensure that the listener registration is done safely to prevent leaks or improper goblin meddling. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 2. Use a fixed thread pool or manually manage at most 1 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Thread-safe mutable integer holder. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create a thread-safe class in Java that holds a mutable integer value. The class should have methods to get and set the value, both of which must be synchronized to ensure safe access and modification from multiple threads. Use internal locking (synchronized methods) to protect the integrity of the shared state. The requirements are as follows:
  
  All classes and methods must be defined within a single .java file;
  The program must include a public static void main(String[] args) method as the entry point;
  No external libraries or dependencies should be used;
  The code should be clear, well-structured, and follow Java 8 syntax standards;
  If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
  The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary.
  Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
  The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
  Do not add any annotations."
Counting sheep. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Write a Java program that simulates a person trying to fall asleep by repeatedly counting sheep. The program should include a class with a volatile boolean variable called ""asleep"" to indicate whether the person is asleep. It should also have a method named ""tryToSleep"" which contains a loop that continues as long as ""asleep"" is false. Inside the loop, it should call another method named ""countSomeSheep"". Implement the ""countSomeSheep"" method to represent the action of counting sheep, though its exact implementation can be left empty or contain a simple comment indicating the counting action. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools.
Do not add any annotations."
Publishing an object. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java class named Secrets that contains a static Set of objects of type Secret. This set should be initialized with a new instance of HashSet in a method called initialize(). Also, define an empty class named Secret. The goal is for the knownSecrets set to be accessible globally through the Secrets class and be able to store multiple instances of the Secret class. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Using a factory method to prevent the this reference from escaping during construction. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java class called SafeListener that securely registers an event listener with an event source. The class should have a private constructor and a static factory method called newInstance, which takes an EventSource object as a parameter, creates an instance of SafeListener, registers a new EventListener with the provided event source, and returns the created SafeListener instance. The EventListener should be implemented in such a way that when its onEvent method is called, it invokes a method named doSomething on the SafeListener instance. Also include empty definitions for the EventSource, EventListener, and Event interfaces so that the code compiles correctly. Ensure that the listener registration is done safely to prevent leaks or improper access. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 2. Use a fixed thread pool or manually manage at most 1 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Thread confinement of local primitive and reference variables. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java program that models the process of loading animals onto an ark in pairs. The program should define classes and enums representing animals, their species and gender, and a mechanism for pairing animals based on species and gender compatibility. Each animal has a species and gender, and only animals of the same species and opposite genders can form a pair.

The main logic is implemented in a method called loadTheArk, which takes a collection of candidate animals as input and returns the number of valid pairs formed. Inside this method, animals are sorted using a custom comparator that orders them first by species and then by gender. This ensures that animals of the same species and opposite genders are grouped together for pairing.

Additionally, implement a class to represent the ark that can store these animal pairs, and a helper class to represent each pair of animals. Ensure proper encapsulation and thread confinement of variables within the method, preventing any unintended side effects or data sharing between threads. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Immutable class built out of mutable underlying objects. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java class named ThreeStooges that represents an immutable collection of names belonging to the Three Stooges (Moe, Larry, and Curly). The class should use a Set internally to store these names and provide a method to check if a given name is one of the Stooges. Additionally, include a method that returns a string representation of all Stooge names in list format. Ensure that the internal collection remains immutable from the outside, even though it is built using mutable objects. The requirements are as follows:
  
  All classes and methods must be defined within a single .java file;
  The program must include a public static void main(String[] args) method as the entry point;
  No external libraries or dependencies should be used;
  The code should be clear, well-structured, and follow Java 8 syntax standards;
  If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
 The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
  Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
  The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
  Do not add any annotations."
Immutable holder for caching a number and its factors. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java class that represents an immutable cache for storing a number and its factors. The class should store a single number as a BigInteger and its corresponding factors as an array of BigInteger. It should provide a method to retrieve the cached factors if the input number matches the stored number, otherwise return null. The returned factors array should be a copy to prevent modification of the internal state. Ensure thread safety by making the class immutable using appropriate patterns. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Caching the last result using a volatile reference to an immutable holder object. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java servlet that caches the result of a computation using a volatile reference to an immutable cache object. The servlet should handle requests by extracting a BigInteger value from the request, checking if the cached result matches the input value, and if not, recompute the result and update the cache. The computation in this case is a placeholder that simply returns the input value as a single-element array. The cache should be thread-safe and implemented as an immutable helper class. Use a volatile variable to hold the cache reference to ensure visibility across threads. Include appropriate annotations and structure to indicate thread safety. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Using confinement to ensure thread safety. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create a thread-safe Java class called PersonSet that uses synchronization to ensure safe concurrent access to a set of Person objects. The class should encapsulate a Set<Person> variable, initialized as a HashSet. It should provide two synchronized methods: one to add a Person object to the set, and another to check if the set contains a specific Person object. Additionally, define the Person interface as a nested type within the class. The requirements are as follows:
  
  All classes and methods must be defined within a single .java file;
  The program must include a public static void main(String[] args) method as the entry point;
  No external libraries or dependencies should be used;
  The code should be clear, well-structured, and follow Java 8 syntax standards;
  If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
 The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
  Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
  The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
  Do not add any annotations."
Guarding state with a private lock. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java class that encapsulates an object and uses a private lock to synchronize access to it. The class should have a member variable representing some state (e.g., a Widget object), which is guarded by the private lock. Include a method where critical sections are protected using the synchronized keyword on the private lock, ensuring thread-safe access or modification of the guarded state. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword.
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 3. Use a fixed thread pool or manually manage at most 2 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Immutable Point class used by DelegatingVehicleTracker. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create an immutable class named Point that represents a coordinate in a two-dimensional space. The class should have two public final fields, x and y, both of type int, to store the coordinates. The class should include a constructor that takes two integer parameters to initialize the x and y values. Ensure that no methods are added that could modify the state of the object after creation. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword. 
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 6. Use a fixed thread pool or manually manage at most 5 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
Delegating thread safety to a ConcurrentHashMap. M0,"Please write a concurrent program in Java 8 that implements the following functionality: Create a Java class called DelegatingVehicleTracker that manages the locations of vehicles in a thread-safe manner. The class should use a ConcurrentHashMap to store vehicle locations, where each vehicle is identified by a unique String ID and its current location is represented by a Point object. Provide the following functionality:

A constructor that accepts an initial Map of vehicle IDs to Points and initializes the internal concurrent map with these values.
A method getLocations() that returns an unmodifiable view of the current vehicle locations to prevent external modification.
A method getLocation(String id) that returns the current location of the specified vehicle or null if the vehicle does not exist.
A method setLocation(String id, int x, int y) that updates the location of an existing vehicle with the given ID to the new coordinates (x, y). If the vehicle does not exist, this method should throw an appropriate exception such as IllegalArgumentException.
An alternative method getLocationsAsStatic() that returns a snapshot of the current locations as an unmodifiable Map to provide a consistent view of all locations at the time of invocation.
Ensure that all operations are thread-safe without requiring additional synchronization in the class. Use standard Java libraries for concurrency and collections. The requirements are as follows:

All classes and methods must be defined within a single .java file;
The program must include a public static void main(String[] args) method as the entry point;
No external libraries or dependencies should be used;
The code should be clear, well-structured, and follow Java 8 syntax standards;
If multiple classes are needed, they should all be placed in the same file, with non-public classes defined using the class keyword. 
The implementation must use multithreading to perform tasks concurrently. You may use Thread, Runnable, or ExecutorService from the standard Java library to achieve this. Ensure that thread safety is considered where necessary. 
Write Java 8 code only. Output a single complete code block using ```java```. Do not include any explanations, comments, or extra text. Only output the code, nothing else.
The total number of threads used in the program, including the main thread, must not exceed 6. Use a fixed thread pool or manually manage at most 5 additional threads beyond the main thread. Avoid unbounded thread creation or cached thread pools. 
Do not add any annotations."
